Latitude,Longitude,CommonName,StopType,Status
51.795910401,-4.003361562,Tir-y-dail Cemetery,BCT,active
51.795791857,-4.003457825,Tir-y-dail Cemetery,BCT,active
51.796121154,-3.999962746,Carmarthenshire College,BCT,active
51.795988229,-3.999318743,Carmarthenshire College,BCT,active
51.796009797,-3.996462654,Ammanford Railway Station,BCT,active
51.795920923,-3.996400717,Ammanford Railway Station,BCT,active
51.796780942,-3.993944194,Harold Street,BCT,active
51.7969337,-3.993950934,Harold Street,BCT,active
51.799652107,-3.994854101,Nantlais,BCT,active
51.800224247,-3.995053409,Nantlais,BCT,active
51.801236181,-3.99424233,Bonllwyn Green,BCT,active
51.801604845,-3.994244097,Bonllwyn Green,BCT,active
51.803881336,-3.994692709,Blaenau,BCT,active
51.803573227,-3.994301971,Blaenau,BCT,active
51.80479716,-3.995835568,Heol Aberlash,BCT,active
51.804960627,-3.99574125,Heol Aberlash,BCT,active
51.809822892,-3.999075122,Mackays Crossing,BCT,active
51.810359819,-3.999229452,Mackays Crossing,BCT,active
51.812996208,-3.999665333,Glynhir Road,BCT,active
51.812785728,-3.999351342,Glynhir Road,BCT,active
51.817014826,-4.002367936,Margaret Road,BCT,active
51.817045336,-4.002688498,Margaret Road,BCT,active
51.819185202,-4.005874081,Springfield,BCT,active
51.819288992,-4.005588487,Campbell Road,BCT,active
51.909041851,-3.983894767,Maplecrest,BCT,active
51.909133668,-3.983782501,Maplecrest,BCT,active
51.958132176,-3.96990563,Capel Ebenezer,BCT,active
51.958378441,-3.969698101,Capel Ebenezer,BCT,active
51.972529336,-3.977918895,Bancelwydd,BCT,active
51.972473222,-3.978047461,Bancelwydd,BCT,active
51.975888238,-3.987778901,Edwinsford Arms,BCT,active
51.97592074,-3.987984191,Edwinsford Arms,BCT,active
51.998033424,-4.03479493,Troedyrhiw Shelter,BCT,active
51.997936095,-4.034703108,Troedyrhiw,BCT,active
51.982988859,-4.061431255,Abergorlech Village Hall,BCT,active
51.983006054,-4.061740107,Black Lion,BCT,active
52.029817498,-4.074185611,Post Office,BCT,active
52.029892719,-4.07450982,Post Office,BCT,active
52.072980905,-4.148434346,Albion Arms,BCT,active
52.073043053,-4.147984955,Albion Arms,BCT,active
52.074632624,-4.157940937,Cross Hands Hotel,BCT,active
52.072536479,-4.158481909,Heol-y-Gaer,BCT,active
52.072678361,-4.158590902,Heol-y-Gaer,BCT,active
52.075377893,-4.157509894,Llanybydder War Memorial,BCT,active
52.074941393,-4.157284535,Llanybydder War Memorial,BCT,active
52.087579964,-4.136815414,Pencarreg,BCT,active
52.087522367,-4.136024398,Pencarreg,BCT,active
52.100202932,-4.078618415,St James` Church,BCT,active
52.100141839,-4.078513364,St James` Church,BCT,active
52.102055193,-4.075565111,St James` Hall,BCT,active
52.102356833,-4.075287076,St James` Hall,BCT,active
52.105585881,-4.071711522,Cwmann War Memorial,BCT,active
52.105638507,-4.071786976,Cwmann War Memorial,BCT,active
52.104042927,-4.065815196,Heol Hathren,BCT,active
52.103941756,-4.06543085,Heol Hathren,BCT,active
52.101243481,-4.059872915,Ram War Memorial,BCT,active
52.101653008,-4.060621866,Ram War Memorial,BCT,active
52.064483838,-3.974160034,Royal Oak Hotel,BCT,active
52.084170581,-3.972372419,Drovers` Arms,BCT,active
52.084289833,-3.972231718,Drovers` Arms,BCT,active
52.050496492,-3.965827847,Pont Maes-troyddyn,BCT,active
52.05043797,-3.965562749,Pont Maes-troyddyn,BCT,active
52.047592469,-3.961485578,Dolaucothi Arms Hotel,BCT,active
52.047462052,-3.961217354,Dolaucothi Arms Hotel,BCT,active
52.035357931,-3.96017717,Derwen Fawr Farm,BCT,active
52.034838704,-3.960037815,Derwen Fawr Farm,BCT,active
52.021411085,-3.958227219,Crugybar Community Centre,BCT,active
52.021104613,-3.95827213,Crugybar Community Centre,BCT,active
51.790091297,-3.987586258,Wilkinson's Store,BCT,active
51.790040658,-3.987861021,Wilkinson's Store,BCT,active
51.790875852,-3.987926754,Carregamman Car Park,BCT,active
51.791138727,-3.987271261,Carregamman Car Park,BCT,active
51.785439148,-3.986107255,Plough & Harrow,BCT,active
51.78533401,-3.985943143,Plough & Harrow,BCT,active
51.781243233,-3.985893948,Treforis,BCT,active
51.781222569,-3.986052518,Treforis,BCT,active
51.780295335,-3.983982116,Parc Penrhiw,BCT,active
51.78828654,-3.983636811,Betws Square,BCT,active
51.788497861,-3.983370578,Betws Square,BCT,active
51.784433492,-3.974275385,Colonel Road,BCT,active
51.784571202,-3.97410741,Milton Bank,BCT,active
51.788439108,-3.971361765,Heol Waun Dwfn,BCT,active
51.788418949,-3.971491388,Heol Waun Dwfn,BCT,active
51.790343368,-3.98111691,Rice Street,BCT,active
51.79047088,-3.981020992,Rice Street,BCT,active
51.794314288,-3.959885788,Llys-y-Deri,BCT,active
51.794334434,-3.959756143,Llys-y-Deri,BCT,active
51.794290222,-3.962944694,Wernoleu Road,BCT,active
51.794212525,-3.96328937,Wernoleu Road,BCT,active
51.79343943,-3.970796759,Hopkinstown Square,BCT,active
51.793431418,-3.970201833,James Griffiths Road,BCT,active
51.797334976,-3.993620564,Post Office,BCT,active
51.797375234,-3.993897901,Post Office,BCT,active
51.896520202,-3.978808085,Plough Inn,BCT,active
51.896636528,-3.978842268,Plough Inn,BCT,active
51.90797999,-3.952764086,Cwm Ifor Junction,BCT,active
51.913414887,-3.950382627,Caledfwlch,BCT,active
51.908214212,-3.95165476,Cwm-Ifor Turn,BCT,active
51.92303452,-3.925944701,Manordeilo,BCT,active
51.923241911,-3.925909949,Manordeilo,BCT,active
51.940024217,-3.902521047,Square & Compass Inn,BCT,active
51.940085239,-3.902640021,Square & Compass Inn Q,BCT,active
51.93841282,-3.880632719,Rhyd y Fro,BCT,active
51.933350937,-3.882455046,Llangadog Common,BCT,active
51.940685096,-3.89313788,Llangadog Railway Station,BCT,active
51.940807623,-3.893346724,Llangadog Railway Station,BCT,active
51.95446387,-3.898737132,Llansadwrn Turn,BCT,active
51.954184364,-3.898783536,Llansadwrn Turn,BCT,active
51.966032242,-3.90124959,Llansadwrn War Memorial,BCT,active
51.965895102,-3.901389359,Llansadwrn War Memorial,BCT,active
51.970954543,-3.876128212,Llanwrda Church,BCT,active
51.971010777,-3.875984976,Llanwrda Church,BCT,active
51.967306161,-3.875084908,Llanwrda School,BCT,active
51.967251989,-3.874867173,Llanwrda School,BCT,active
52.027687558,-3.94771314,Caio Turn,BCT,active
52.027754553,-3.947468233,Caio Turn,BCT,active
52.041581342,-3.932918558,Post Office,BCT,active
51.997301779,-3.797679325,Llandovery Fire Station,BCT,active
51.994237487,-3.796065529,Llandovery Town Clock,BCT,active
51.995452536,-3.802465273,Station,BCT,active
52.043009491,-3.819752936,Cilycwm School,BCT,active
52.045625099,-3.820189654,Rhydgwenlais,BCT,active
52.086675145,-3.800169483,Towy Bridge,BCT,active
52.078477776,-3.775059388,Post Office,BCT,active
52.0096583,-3.804333005,Dolauhirion,BCT,active
51.994734705,-3.788802172,Somerfield,BCT,active
51.994616774,-3.788870303,Somerfield,BCT,active
51.955676863,-3.787974636,Post Office,BCT,active
51.961804536,-3.795976755,Myrtle Hill,BCT,active
51.995526656,-3.802322582,Llandovery Railway Station,BCT,active
51.868087172,-4.285777419,Glangwili Hospital,BCT,active
51.866939812,-4.287898164,Nash Avenue,BCT,active
51.868830951,-4.284987113,Glangwili Hospital,BCT,active
51.870384896,-4.28312455,Plas y Gwili,BCT,active
51.870544534,-4.282880364,Plas y Gwili,BCT,active
51.873869901,-4.280201259,Glangwili Bridge,BCT,active
51.873848556,-4.28037452,Glangwili Bridge,BCT,active
51.881070698,-4.277543327,Brynrodyn,BCT,active
51.894478555,-4.274776653,Peniel,BCT,active
51.893968429,-4.275114255,Peniel,BCT,active
51.904598196,-4.272307698,Horeb Turn,BCT,active
51.907181387,-4.273121462,Peniel Garage,BCT,active
51.913613916,-4.271585132,Y-Ddol Fach,BCT,active
51.913875013,-4.271569231,Y-Ddol Fach,BCT,active
51.920434683,-4.269500788,Rhydargaeau,BCT,active
51.920448447,-4.269719635,Rhydargaeau,BCT,active
51.932415292,-4.267050494,Stag & Pheasant,BCT,active
51.932593292,-4.267146752,Stag & Pheasant,BCT,active
51.962965117,-4.263459954,Alltwalis Primary School,BCT,active
51.963093361,-4.263576358,Alltwalis Primary School,BCT,active
51.997745342,-4.266213155,Maescader,BCT,active
51.997678813,-4.266399184,Maescader,BCT,active
51.999685186,-4.235774283,Gwyddgrug,BCT,active
51.99963294,-4.235684265,Gwyddgrug,BCT,active
52.009770152,-4.224152902,Primary School,BCT,active
52.009832216,-4.224199697,Primary School,BCT,active
52.029209056,-4.210124714,Llanllwni Crossroads,BCT,active
52.029061759,-4.210306965,Llanllwni Crossroads,BCT,active
52.033090477,-4.20440284,Tegfan Garage,BCT,active
52.033262541,-4.204338406,Tegfan Garage,BCT,active
52.045415783,-4.18915682,Belle Vue Inn,BCT,active
52.045404583,-4.188791676,Belle Vue Inn,BCT,active
52.047250443,-4.184302382,Pontceiliog,BCT,active
52.03095885,-4.254304762,Llanfihangel-ar-arth,BCT,active
52.03098385,-4.254408075,Llanfihangel-ar-arth,BCT,active
51.98487265,-4.285501706,Dolgran Uchaf,BCT,active
51.985006559,-4.285552218,Dolgran Uchaf,BCT,active
52.03027652,-4.261282974,Heol Mafon,BCT,active
52.030217862,-4.261527858,Heol Mafon,BCT,active
52.037836405,-4.313750148,Wilkes Head Hotel,BCT,active
52.037889335,-4.313344594,Wilkes Head Hotel,BCT,active
52.037044775,-4.316508893,Half Moon Inn,BCT,active
52.036949967,-4.31629985,Half Moon Inn,BCT,active
52.021819489,-4.351478085,Black Horse Inn,BCT,active
52.021721836,-4.351414656,Black Horse Inn,BCT,active
52.017708698,-4.370370587,Llwyndafydd Inn,BCT,active
52.017528741,-4.370375646,Llwyndafydd Inn,BCT,active
52.027693817,-4.371554801,Llangeler Hall,BCT,active
52.02775406,-4.371689196,Llangeler Hall,BCT,active
52.02137894,-4.399615679,Drefach Shelter,BCT,active
52.021402625,-4.399777289,Pont y Capel,BCT,active
52.003676692,-4.405997473,Cwmpengraig,BCT,active
52.00370965,-4.406144949,Cwmpengraig,BCT,active
52.004252164,-4.397183762,Village Hall,BCT,active
52.004222844,-4.397298763,Village Hall,BCT,active
52.020134912,-4.400205001,Spar Shop - Drefach,BCT,active
52.020011524,-4.400081784,Spar Shop - Drefach,BCT,active
52.020236256,-4.400968389,Post Office,BCT,active
52.020260236,-4.401115435,Post Office,BCT,active
52.026299086,-4.412766248,Waungilwen,BCT,active
52.02640118,-4.412611385,Waungilwen,BCT,active
52.036096674,-4.423938363,Shelter,BCT,active
52.036466158,-4.424337477,Pentrecagal,BCT,active
51.992203475,-4.36105471,St James's Church,BCT,active
51.991959467,-4.361114703,St James's Church,BCT,active
51.95512382,-4.364301622,Post Office,BCT,active
51.955085258,-4.364430587,Post Office,BCT,active
51.932643252,-4.367352685,Esgair Turn,BCT,active
51.932514268,-4.367505918,Esgair Turn,BCT,active
51.942324164,-4.307360658,Bryn-y-Wawr,BCT,active
51.942394039,-4.3074661,Railway Inn,BCT,active
51.935083753,-4.304210331,Llanpumsaint Crossroads,BCT,active
51.934970525,-4.304282442,Llanpumsaint Crossroads,BCT,active
51.920145249,-4.300609084,Nebo,BCT,active
51.920160376,-4.300755292,Nebo,BCT,active
51.899683295,-4.297557142,Gelli Aur,BCT,active
51.892432914,-4.30042837,Post Office,BCT,active
51.892394707,-4.300542694,Post Office,BCT,active
51.874059265,-4.28619659,Frongelli,BCT,active
51.873205787,-4.286153288,Pantglas,BCT,active
51.866069902,-4.289161342,Abergwili Roundabout,BCT,active
51.855439299,-4.308449362,Carmarthen Bus Station Stand 1,BCS,active
51.855567348,-4.308339741,Carmarthen Bus Station Stand 2,BCS,active
51.855696585,-4.308254725,Carmarthen Bus Station Stand 3,BCS,active
51.855808481,-4.308424699,Carmarthen Bus Station Stand 4,BCS,active
51.855771123,-4.308495397,Carmarthen Bus Station Stand 5,BCS,active
51.855725065,-4.308551128,Carmarthen Bus Station Stand 6,BCS,active
51.855687706,-4.308621826,Carmarthen Bus Station Stand 7,BCS,active
51.855643976,-4.308644143,Carmarthen Bus Station Stand 8,BCS,active
51.855588032,-4.308660289,Carmarthen Bus Station Stand 9,BCS,active
51.855551243,-4.308701972,Carmarthen Bus Station Stand 10,BCS,active
51.855480272,-4.308737419,Carmarthen Bus Station Stand 11,BCS,active
51.856375268,-4.311702346,Golden Lion,BCT,active
51.857600323,-4.302891444,St Peters Church,BCT,active
51.864031457,-4.292703668,Reservoir Road,BCT,active
51.864246223,-4.292758168,Reservoir Road,BCT,active
51.866979253,-4.293260352,Penybanc,BCT,active
51.866237327,-4.294413736,Glynderi,BCT,active
51.868792871,-4.291565836,Ael-y-Bryn,BCT,active
51.865525757,-4.291704769,Welsh Guardsman,BCT,active
51.865642482,-4.29217553,Welsh Guardsman,BCT,active
51.888652488,-4.301063654,Bronwydd Turn,BCT,active
51.888078373,-4.300990721,Bronwydd Arms,BCT,active
51.891305983,-4.30287067,Old Manse,BCT,active
51.891410378,-4.303050419,Old Manse,BCT,active
51.899056101,-4.309837663,Cwmdwyfran,BCT,active
51.89914708,-4.309784185,Cwmdwyfran,BCT,active
51.905164884,-4.313364194,Forge Mill,BCT,active
51.920156272,-4.367146312,Bro Elfed,BCT,active
51.920355874,-4.367505864,Bro Elfed,BCT,active
51.922641455,-4.36743709,Post Office,BCT,active
51.922679727,-4.367322749,Post Office,BCT,active
51.955041965,-4.383073176,Hermon Middle,BCT,active
51.955027237,-4.38291229,Hermon Middle,BCT,active
51.977882976,-4.426691359,Maudland Square,BCT,active
51.978222827,-4.426782545,Maudland Square,BCT,active
51.978622087,-4.462118834,Capel Tanglwst,BCT,active
51.978734443,-4.461906554,Capel Tanglwst,BCT,active
51.998744895,-4.492624312,Post Office,BCT,active
51.998797201,-4.492277552,Post Office,BCT,active
52.023251033,-4.493462404,Penrherber Cross,BCT,active
52.029344785,-4.48426662,Danyrhelyg,BCT,active
52.029293348,-4.484147134,Danyrhelyg,BCT,active
52.035052962,-4.471985021,Ysgol Emlyn,BCT,active
52.035013363,-4.47215781,Ysgol Emlyn,BCT,active
52.037558915,-4.470417229,Cattle Market,BCT,active
52.037469089,-4.470412275,Cattle Market,BCT,active
51.95581343,-4.451465755,Capel Bryn-Evan,BCT,active
51.955705637,-4.451459873,Capel Bryn-Evan,BCT,active
51.949267454,-4.458749071,Maniwan,BCT,active
51.949356978,-4.458768523,Maniwan,BCT,active
51.954703456,-4.473994624,Lodge Garage,BCT,active
51.954547389,-4.474146135,Lodge Garage,BCT,active
51.944690345,-4.500131485,Trelech Square,BCT,active
51.944770878,-4.500150517,Trelech Square,BCT,active
51.917020792,-4.403367029,Blaen-y-coed,BCT,active
51.91713126,-4.403242046,Blaen-y-coed,BCT,active
51.897918347,-4.340102053,Knightsford,BCT,active
51.897897491,-4.340246333,Knightsford,BCT,active
51.871063079,-4.321622673,Capel Elim,BCT,active
51.870804269,-4.321522174,Capel Elim,BCT,active
51.863330373,-4.318827731,Heol Rudd,BCT,active
51.863634334,-4.313439981,Brewery Road Shops,BCT,active
51.863551767,-4.313522895,Brewery Road Shops,BCT,active
51.862971119,-4.311038366,Cae Eithin,BCT,active
51.86316477,-4.311251646,Bryn Gorwel,BCT,active
51.861945107,-4.311537703,Heol Dysgwylfa,BCT,active
51.861914448,-4.311724951,Heol Dysgwylfa,BCT,active
51.858390474,-4.308915493,Tanners` Arms,BCT,active
51.857742363,-4.309405141,Market Way,BCT,active
51.860044729,-4.315797481,Green Hall House,BCT,active
51.860055553,-4.316161139,Green Hall House,BCT,active
51.862744312,-4.32063193,Carmarthen Fire Station,BCT,active
51.862730354,-4.320427867,Carmarthen Fire Station,BCT,active
51.853442722,-4.306168909,Carmarthen Railway Station,BCT,active
51.846116668,-4.308838876,Morrisons,BCT,active
51.846274675,-4.309035719,Morrisons,BCT,active
51.855736947,-4.318088645,County Court Offices,BCT,active
51.855785415,-4.318367068,Barracks,BCT,active
51.852964524,-4.325962157,Llansteffan Road,BCT,active
51.852357932,-4.325713044,Llansteffan Road,BCT,active
51.858960716,-4.321972479,Model Primary School,BCT,active
51.859021597,-4.32207728,Model Primary School,BCT,active
51.858556269,-4.323781623,Sycamore Way,BCT,active
51.858657384,-4.323670646,Sycamore Way,BCT,active
51.856428634,-4.325414714,Beech Road,BCT,active
51.854898901,-4.325916718,Cartref Tawelan,BCT,active
51.85521576,-4.328082399,Job's Well Road,BCT,active
51.858336144,-4.330814199,St David`s Hospital,BCT,active
51.859259048,-4.327714218,University of Wales Trinity Saint David,BCT,active
51.858764773,-4.315034597,Y Felin,BCT,active
51.858700743,-4.315089403,Y Felin,BCT,active
51.866692305,-4.323910562,Trevaughan,BCT,active
51.866457293,-4.323971075,Trevaughan,BCT,active
51.872526825,-4.329005734,Parc-Gwyn,BCT,active
51.872646561,-4.329317014,Parc-Gwyn,BCT,active
51.875556653,-4.352539732,Plough & Harrow,BCT,active
51.87555433,-4.352655844,Plough & Harrow,BCT,active
51.88669084,-4.359675568,Lon Esgair,BCT,active
51.886633444,-4.359846954,Lon Esgair,BCT,active
51.901516857,-4.427020625,Post Office,BCT,active
51.901494702,-4.426786827,Post Office,BCT,active
51.931135878,-4.447181485,American House,BCT,active
51.931187357,-4.447300666,American House,BCT,active
51.916017364,-4.463432467,Penybont Community Centre,BCT,active
51.915961035,-4.463545719,Penybont Community Centre,BCT,active
51.916526344,-4.483034257,Groesffordd,BCT,active
51.916523891,-4.483150464,Groesffordd,BCT,active
51.884757138,-4.507455381,Ainon Chapel,BCT,active
51.860639327,-4.485764415,Ger-y-nant,BCT,active
51.860662901,-4.485925487,Ger-y-nant,BCT,active
51.847863807,-4.396354674,Cana Chapel,BCT,active
51.847919776,-4.396256006,Cana Chapel,BCT,active
51.847481891,-4.397002312,Cana Chapel,BCT,active
51.847583551,-4.396426904,Meidrim Junction,BCT,active
51.834609379,-4.436107117,Werndale Hospital,BCT,active
51.834727692,-4.435605438,Werndale Hospital,BCT,active
51.836346295,-4.43300722,Fox & Hounds,BCT,active
51.836369063,-4.43277618,Fox & Hounds,BCT,active
51.820177876,-4.410687733,Llangynnog,BCT,active
51.820249445,-4.410706066,Capel Ebenezer,BCT,active
51.814091875,-4.411451011,Monument,BCT,active
51.786844172,-4.412694136,Post Office,BCT,active
51.787770383,-4.410945447,Ger-y-Marbell,BCT,active
51.771103287,-4.392603997,Church,BCT,active
51.771232594,-4.39243689,Church,BCT,active
51.773522372,-4.390398063,Llanstephan Bridge,BCT,active
51.773316636,-4.390343698,Llanstephan Bridge,BCT,active
51.818739937,-4.347096618,Capel Smyrna,BCT,active
51.818784265,-4.346678108,Capel Smyrna,BCT,active
51.816752239,-4.347559188,Llangain Primary School,BCT,active
51.84315318,-4.321870106,Maridunum School,BCT,active
51.842923897,-4.321640526,Maridunum School,BCT,active
51.843153968,-4.324106019,Ystrad Close,BCT,active
51.84382095,-4.322209375,Ystrad Drive,BCT,active
51.845504173,-4.322586423,Carmarthen Leisure Centre,BCT,active
51.845551671,-4.322458194,Queen Elizabeth High School,BCT,active
51.848691705,-4.324202618,Playing Fields,BCT,active
51.848837453,-4.324108485,Llansteffan Road,BCT,active
51.847135163,-4.334228287,Cillefwr Ind Estate,BCT,active
51.847215152,-4.334275987,Cillefwr Ind Estate,BCT,active
51.844563199,-4.344171471,St Mary's Church,BCT,active
51.844242855,-4.338129419,Fairwinds,BCT,active
51.844347444,-4.33784446,Fairwinds,BCT,active
51.847531666,-4.349088356,Travellers Rest,BCT,active
51.848307413,-4.346268249,Travellers Rest,BCT,active
51.850954073,-4.336647698,Parc-y-Ffordd,BCT,active
51.852825261,-4.326637497,Post Office,BCT,active
51.851656196,-4.331630627,Glan Tawelan,BCT,active
51.850857651,-4.3288158,Johnstown Primary School,BCT,active
51.850403218,-4.334499088,Cilddewi Park,BCT,active
51.853338111,-4.326170213,Post Office,BCT,active
51.86138219,-4.302184119,Seymour Terrace,BCT,active
51.862471635,-4.297519193,Park Hall Green,BCT,active
51.864061963,-4.296670631,Belvedere Avenue,BCT,active
51.862479078,-4.302196564,Capel Evan Road Turn,BCT,active
51.852704505,-4.304456619,Southern Terrace,BCT,active
51.849979309,-4.305391901,Tiles R Us,BCT,active
51.852657539,-4.295363663,Bryntywi,BCT,active
51.851502164,-4.29742496,Penymorfa,BCT,active
51.851064341,-4.294977625,Golwg Tywi,BCT,active
51.851058648,-4.301250466,Penymorfa Lane,BCT,active
51.849929799,-4.298274187,Tre-Gynnwr,BCT,active
51.848828957,-4.295241403,Elder Grove,BCT,active
51.847090463,-4.277816256,Bank Farm Trailers,BCT,active
51.848758484,-4.298388742,Brynmeurig Turn,BCT,active
51.833328787,-4.290446664,Heol Nantyglasdwr,BCT,active
52.00078224,-4.26512035,Pencader War Memorial,BCT,active
51.671843651,-4.098848584,Bynea Rail Station,RSE,active
51.672399914,-4.099423915,Bynea Rail Station,RSE,active
51.88150446,-4.277434479,Brynrodyn,BCT,active
52.031357768,-4.254135301,Llanfihangel-ar-arth Cross Q,BCT,active
51.863177221,-4.146917805,Bremenda Ganol,BCT,active
51.832323197,-4.289902112,Bolahaul Road,BCT,active
51.832329128,-4.289597596,Bolahaul Road,BCT,active
51.827765802,-4.28656497,Black Lion,BCT,active
51.88083085,-4.061914042,Botanical Gardens,BCT,active
51.880832709,-4.062320972,Botanical Gardens,BCT,active
51.835802925,-4.310154645,Ysgol Bro Myrddin,BCT,active
51.803813771,-4.239122237,Smiths` Arms,BCT,active
51.803911771,-4.239170612,Smiths` Arms,BCT,active
51.796580668,-4.216022395,Crwbin,BCT,active
51.796883168,-4.215718153,Crwbin,BCT,active
51.792156337,-4.204058842,Garn Ganol,BCT,active
51.792229301,-4.204004392,Garn Ganol,BCT,active
51.784450594,-4.166274541,Grugos Avenue,BCT,active
51.776073145,-4.166554548,Llannon Road,BCT,active
51.776254177,-4.166490737,Llannon Road,BCT,active
51.773918592,-4.231234416,Black Horse,BCT,active
51.773783275,-4.231256732,Black Horse,BCT,active
51.761315898,-4.250756948,Post Office,BCT,active
51.761329429,-4.250989496,Post Office,BCT,active
51.749509406,-4.279610294,Old Post Office,BCT,active
51.749570891,-4.279685833,Old Post Office,BCT,active
51.793414367,-3.995202351,Swn-y-gwynt Day Hospital,BCT,active
51.798349472,-4.134046126,Post Office,BCT,active
51.798362969,-4.134293329,Post Office,BCT,active
51.797187075,-4.132192805,Ysgol y Gwendraeth,BCT,active
51.807865785,-3.931098104,Maesybont Middle,BCT,active
51.807695049,-3.931090805,Maesybont Middle,BCT,active
51.715800327,-4.047053703,Black Horse Inn,BCT,active
51.714146346,-4.052512717,Post Office,BCT,active
51.714186219,-4.052804056,Post Office,BCT,active
51.712264568,-4.057783644,Bryngwili Road,BCT,active
51.712569571,-4.057826443,Bryngwili Road,BCT,active
51.704451357,-4.069471028,Penybanc,BCT,active
51.705161586,-4.068461332,Penybanc,BCT,active
51.701100486,-4.076409632,Maes-y-Dderwen,BCT,active
51.701095591,-4.076177847,Maes-y-Dderwen,BCT,active
51.693747105,-4.084885328,Old Bridge,BCT,active
51.693831824,-4.084672169,Old Bridge,BCT,active
51.690725093,-4.089463401,Brynhyfryd,BCT,active
51.690365399,-4.089967722,Brynhyfryd,BCT,active
51.687473256,-4.098341795,Swindon,BCT,active
51.687271444,-4.098563951,Swindon,BCT,active
51.853300953,-4.306142594,Carmarthen Rail Station,RSE,active
51.853384938,-4.305987148,Carmarthen Rail Station,RSE,active
51.85281371,-4.306684023,Carmarthen Rail Station,RSE,active
51.858295539,-4.330594247,St David`s Hospital,BCT,active
51.861807646,-4.296061941,Priory Street,BCT,active
51.861632985,-4.296256388,Priory Street,BCT,active
51.865127635,-4.291829784,Carlton,BCT,active
51.858931781,-4.301027805,Plas-y-Milwr,BCT,active
51.860447909,-4.308556094,Tabernacle Terrace,BCT,active
51.863203282,-4.319344097,Russell Terrace,BCT,active
51.860450473,-4.308425508,Tabernacle Terrace,BCT,active
51.863931531,-4.312046278,Hanover Court,BCT,active
51.86399613,-4.31196244,Hanover Court,BCT,active
51.850737085,-4.305270907,Pensarn Road,BCT,active
51.852162927,-4.299506154,Penymorfa Turn,BCT,active
51.852197161,-4.299595028,Penymorfa Turn,BCT,active
51.851961967,-4.292757966,Awel Tywi,BCT,active
51.849675013,-4.292438409,Elder Grove,BCT,active
51.853235852,-4.293839265,Llangynnwr Road,BCT,active
51.853394167,-4.294021581,Llangynnwr Road,BCT,active
51.874056443,-4.286341732,Frongelli,BCT,active
51.898068375,-4.297823596,Pont Newydd,BCT,active
51.898026009,-4.297690607,Pont Newydd,BCT,active
51.899662775,-4.297686926,Gelli Aur,BCT,active
51.920037159,-4.300618099,Llys Taliesin Q,BCT,active
51.937539677,-4.301664441,Llanpumsaint Church,BCT,active
51.937523985,-4.301547248,Llanpumsaint Church,BCT,active
52.000683342,-4.265880798,Pencader War Memorial,BCT,active
51.85667948,-4.303991724,Council Offices,BCT,active
51.80166337,-4.531199076,Tabernacle,BCT,active
51.775045299,-4.605148616,Red Roses War Memorial,BCT,active
51.813843069,-4.614065626,Capel Bethania,BCT,active
51.813836988,-4.613934684,Capel Bethania,BCT,active
51.818005543,-4.613663826,Whitland Railway Station,BCT,active
51.81909372,-4.616154608,St David`s Avenue,BCT,active
51.850473986,-4.54268007,Post Office,BCT,active
51.899134259,-4.548597001,Cwmbach Cross,BCT,active
51.893767142,-4.574936901,Capel Ramoth,BCT,active
51.893732486,-4.574876776,Capel Ramoth,BCT,active
51.878898307,-4.593078668,St Brychan`s Church,BCT,active
51.883055999,-4.604348008,Maesgwynne Farm,BCT,active
51.908829166,-4.645928032,Penybont Inn,BCT,active
51.903676227,-4.690710767,Pant-y-caws,BCT,active
51.903595729,-4.690691415,Pant-y-caws,BCT,active
51.906681133,-4.700864985,Cross Inn,BCT,active
51.906966883,-4.700562251,Cross Inn,BCT,active
51.895181119,-4.712472778,Efailwen,BCT,active
51.878020862,-4.666495329,Post Office,BCT,active
51.871144358,-4.676891876,Ffynnonwen Community Centre,BCT,active
51.864002397,-4.692045575,Isfryn Bus Depot,BCT,active
51.828511978,-4.175209998,Post Office,BCT,active
51.828557707,-4.175168661,Post Office,BCT,active
51.827379904,-4.174183056,White Hart Inn,BCT,active
51.823704058,-4.182800317,Is-y-Llan,BCT,active
51.826169093,-4.170577245,Llanddarog Primary School,BCT,active
51.826271223,-4.170428875,Llanddarog Primary School,BCT,active
51.822645144,-4.150475138,Prince of Wales,BCT,active
51.822569614,-4.149687913,Prince of Wales,BCT,active
51.822190421,-4.149278046,Post Office,BCT,active
51.822131503,-4.149057569,Post Office,BCT,active
51.804228116,-4.142098869,Maes-y-Coed,BCT,active
51.804221772,-4.141953511,Maes-y-Coed,BCT,active
51.799499143,-4.136618564,Drefach Cafe,BCT,active
51.799469526,-4.136269073,Drefach Cafe,BCT,active
51.79230647,-4.130570365,Cwmmawr,BCT,active
51.792268428,-4.130684586,Cwm-mawr Club,BCT,active
51.790442624,-4.123246384,Derlwyn Garage,BCT,active
51.790499499,-4.123582584,Derlwyn Garage,BCT,active
51.789352097,-4.120889516,Bethesda Road,BCT,active
51.787971596,-4.118195014,Tumble Rugby Club,BCT,active
51.787906969,-4.117747623,Tumble Rugby Club,BCT,active
51.786895565,-4.117482738,Workingmen`s Club,BCT,active
51.786045571,-4.114745959,High Street,BCT,active
51.784756665,-4.111408803,Singleton Road,BCT,active
51.783713402,-4.11096363,Upper Tumble Surgery,BCT,active
51.783217062,-4.110510463,Upper Tumble Square,BCT,active
51.786962547,-4.106248302,Llechyfedach School,BCT,active
